사업소| 호기 | 일자| 용량(MW)| 발전량(MWh)| 열효율(%)| 이용율(%)| 발전원
분당| CG3| 202406| 77.76| 6200| 27.2| 11.07| 복합
분당| CG4| 202406| 77.76| 4576| 27.34| 8.17| 복합
분당| CG5| 202406| 77.76| 3378| 27.43| 6.03| 복합
분당| CG6| 202406| 77.76| 13326| 29.18| 23.8| 복합
분당| CG7| 202406| 77.76| 5334| 28.69| 9.53| 복합
분당| CG8| 202406| 77.76| 12788| 28.7| 22.84| 복합
분당| CS1| 202406| 185| 9015| 0| 6.77| 복합
분당| CS2| 202406| 115| 11285| 0| 13.63| 복합
분당연료전지| 2| 202406| 3.08| 1406.32| 33.1| 63.42| 기타
분당연료전지| 3| 202406| 5.72| 2454.12| 30.37| 59.59| 기타
분당연료전지| 4| 202406| 16.72| 9389.46| 32.89| 78| 기타
분당연료전지| 5| 202406| 5.72| 3345.25| 32.7| 81.23| 기타
분당연료전지| 6-1| 202406| 5.1| 3474.06| 48.21| 94.61| 기타
분당연료전지| 6-2| 202406| 3.25| 2232.82| 47.33| 95.42| 기타
삼천포| 3| 202406| 560| 0| 0| 0| 석탄
삼천포| 4| 202406| 560| 290562| 37.11| 72.06| 석탄
삼천포| 5| 202406| 500| 7973| 24.8| 2.21| 석탄
삼천포| 6| 202406| 500| 278011| 36.63| 77.23| 석탄
삼천포태양광| 1| 202406| 0.1| 6.92| 0| 9.61| 태양력
삼천포태양광| 2| 202406| 0.99| 113.51| 0| 15.92| 태양력
삼천포태양광| 3| 202406| 0.35| 36.47| 0| 14.47| 태양력
삼천포태양광| 4| 202406| 1.85| 153.48| 0| 11.52| 태양력
삼천포태양광#5| 1| 202406| 3.94| 319.32| 0| 11.26| 태양력
삼천포태양광#5| 2| 202406| 6.65| 756.53| 0| 15.8| 태양력
삼천포태양광#6| 1| 202406| 0.98| 110.91| 0| 15.72| 태양력
삼천포풍력| 1| 202406| 0.75| 0| 0| 0| 풍력
삼천포해양소수력| 1| 202406| 5| 1223.53| 0| 33.99| 소수력
안산연료전지| 1| 202406| 2.64| 1079.43| 33.03| 56.79| 기타
어음풍력| 1| 202406| 21| 1942.52| 0| 12.85| 풍력
여수| 1| 202406| 340| 162574| 37.11| 66.41| 석탄
여수| 2| 202406| 328.6| 36187| 35.87| 15.3| 석탄
여수연료전지| 1| 202406| 9.68| 5305.86| 37.04| 76.13| 기타
영동| 1| 202406| 125| 42850| 0| 47.61| 바이오매스
영동| 2| 202406| 200| 111563| 0| 77.47| 바이오매스
영동태양광| 1| 202406| 1.07| 138.22| 0| 17.94| 태양력
영흥| 1| 202406| 800| 0| 0| 0| 석탄
영흥| 2| 202406| 800| 0| 0| 0| 석탄
영흥| 3| 202406| 870| 348081.09| 39.88| 55.57| 석탄
영흥| 4| 202406| 870| 568324| 41.55| 90.73| 석탄
영흥| 5| 202406| 870| 571583| 41.07| 91.25| 석탄
영흥| 6| 202406| 870| 568642| 40.36| 90.78| 석탄
영흥태양광| 1| 202406| 1| 123.63| 0| 17.17| 태양력
영흥태양광| 2| 202406| 0.99| 80.69| 0| 11.32| 태양력
영흥태양광 #3| 1| 202406| 3.33| 213.73| 0| 8.91| 태양력
영흥태양광 #3| 2| 202406| 1.28| 80.36| 0| 8.72| 태양력
영흥태양광 #3| 3| 202406| 1.54| 171.46| 0| 15.46| 태양력
영흥태양광#5| 1| 202406| 3.5| 532.17| 0| 21.12| 태양력
영흥풍력| 1| 202406| 22| 176.88| 0| 1.12| 풍력
영흥풍력| 2| 202406| 24| 542.01| 0| 3.14| 풍력
영흥해양소수력| 1| 202406| 3| 772.72| 0| 35.77| 소수력
영흥해양소수력| 2| 202406| 4.6| 0| 0| 0| 소수력
영흥해양소수력| 3| 202406| 5| 1085.44| 0| 30.15| 소수력
예천태양광| 1| 202406| 2| 245.59| 0| 17.05| 태양력
탑선태양광| 1| 202406| 0.61| 58.55| 0| 13.33| 태양력
탑선태양광| 3| 202406| 0.4| 30.46| 0| 10.58| 태양력
경상대태양광| 1| 202405| 0.91| 112.13| 0| 16.56| 태양력
고흥만 수상태양광| 1| 202405| 63.48| 7540.99| 0| 15.97| 태양력
광양항세방태양광| 1| 202405| 3.1| 431.6| 0| 18.71| 태양력
구미태양광| 1| 202405| 0.99| 116.4| 0| 15.8| 태양력
군위 화산풍력| 1| 202405| 11.55| 1349.66| 0| 15.71| 
두산태양광| 1| 202405| 0.08| 11.93| 0| 20.04| 태양력
분당| CG1| 202405| 77.76| 807| 24.26| 1.39| 복합
분당| CG2| 202405| 77.76| 0| 0| 0| 복합
분당| CG3| 202405| 77.76| 733| 25.58| 1.27| 복합
분당| CG4| 202405| 77.76| 534| 26.15| .92| 복합
분당| CG5| 202405| 77.76| 50| 23.44| .09| 복합
분당| CG6| 202405| 77.76| 25332| 29.18| 43.79| 복합
분당| CG7| 202405| 77.76| 14981| 28.93| 25.89| 복합
분당| CG8| 202405| 77.76| 16296| 28.97| 28.17| 복합
분당| CS1| 202405| 185| 588| 0| .43| 복합
분당| CS2| 202405| 115| 17647| 0| 20.63| 복합
분당연료전지| 2| 202405| 3.08| 1387.79| 41.2| 60.56| 기타
분당연료전지| 3| 202405| 5.72| 2436.91| 29.2| 57.26| 기타
분당연료전지| 4| 202405| 16.72| 10001.75| 33.21| 80.4| 기타
분당연료전지| 5| 202405| 5.72| 3574.73| 33.27| 84| 기타
분당연료전지| 6-1| 202405| 5.1| 3576.8| 48.43| 94.27| 기타
분당연료전지| 6-2| 202405| 3.25| 2298.72| 47.74| 95.07| 기타
삼천포| 3| 202405| 560| 313819| 36.46| 75.32| 석탄
삼천포| 4| 202405| 560| 327689| 36.65| 78.65| 석탄
삼천포| 5| 202405| 500| 0| 0| 0| 석탄
삼천포| 6| 202405| 500| 42702| 35.04| 11.48| 석탄
삼천포태양광| 1| 202405| 0.1| 8.33| 0| 11.2| 태양력
삼천포태양광| 2| 202405| 0.99| 140.97| 0| 19.14| 태양력
삼천포태양광| 3| 202405| 0.35| 46.27| 0| 17.77| 태양력
삼천포태양광| 4| 202405| 1.85| 211.8| 0| 15.39| 태양력
삼천포태양광#5| 1| 202405| 3.94| 421.57| 0| 14.38| 태양력
삼천포태양광#5| 2| 202405| 6.65| 986.26| 0| 19.93| 태양력
삼천포태양광#6| 1| 202405| 0.98| 139.76| 0| 19.17| 태양력
삼천포풍력| 1| 202405| 0.75| 0| 0| 0| 풍력
삼천포해양소수력| 1| 202405| 5| 1434.9| 0| 38.57| 소수력
안산연료전지| 1| 202405| 2.64| 1297.54| 29.93| 66.06| 기타
어음풍력| 1| 202405| 21| 3353.13| 0| 21.46| 풍력
여수| 1| 202405| 340| 156178| 36.26| 61.74| 석탄
여수| 2| 202405| 328.6| 63945| 35.98| 26.16| 석탄
여수연료전지| 1| 202405| 9.68| 5047.98| 35.19| 70.09| 기타
여수태양광| 1| 202405| 0.12| 17.4| 0| 19.49| 태양력
영동| 1| 202405| 125| 0| 0| 0| 바이오매스
영동| 2| 202405| 200| 102497| 0| 68.88| 바이오매스
영동태양광| 1| 202405| 1.07| 142.21| 0| 17.86| 태양력
영흥| 1| 202405| 800| 0| 0| 0| 석탄
영흥| 2| 202405| 800| 0| 0| 0| 석탄
영흥| 3| 202405| 870| 592510.45| 40.8| 91.54| 석탄
영흥| 4| 202405| 870| 104259.91| 39.1| 16.11| 석탄
영흥| 5| 202405| 870| 593116| 40.06| 91.63| 석탄
영흥| 6| 202405| 870| 595626| 39.93| 92.02| 석탄
영흥태양광| 1| 202405| 1| 103.52| 0| 13.91| 태양력
영흥태양광| 2| 202405| 0.99| 80.9| 0| 10.98| 태양력
영흥태양광 #3| 1| 202405| 3.33| 182.15| 0| 7.35| 태양력
영흥태양광 #3| 2| 202405| 1.28| 80.44| 0| 8.45| 태양력
영흥태양광 #3| 3| 202405| 1.54| 145.25| 0| 12.68| 태양력
영흥태양광#5| 1| 202405| 3.5| 492.01| 0| 18.89| 태양력
영흥풍력| 1| 202405| 22| 623.85| 0| 3.81| 풍력
영흥풍력| 2| 202405| 24| 1487.88| 0| 8.33| 풍력
영흥해양소수력| 1| 202405| 3| 210.69| 0| 9.44| 소수력
영흥해양소수력| 2| 202405| 4.6| 0| 0| 0| 소수력
영흥해양소수력| 3| 202405| 5| 1109.06| 0| 29.81| 소수력
예천태양광| 1| 202405| 2| 257.11| 0| 17.28| 태양력
탑선태양광| 1| 202405| 0.61| 68.82| 0| 15.16| 태양력
탑선태양광| 3| 202405| 0.4| 36.99| 0| 12.43| 태양력
경상대태양광| 1| 202404| 0.91| 82.31| 0| 12.56| 태양력
고흥만 수상태양광| 1| 202404| 63.48| 7279.68| 0| 15.93| 태양력
광양항세방태양광| 1| 202404| 3.1| 267.13| 0| 11.97| 태양력
구미태양광| 1| 202404| 0.99| 102.97| 0| 14.45| 태양력
군위 화산풍력| 1| 202404| 11.55| 765.28| 0| 9.2| 
두산태양광| 1| 202404| 0.08| 8.35| 0| 14.5| 태양력
분당| CG1| 202404| 77.76| 8308| 24.19| 14.84| 복합
분당| CG2| 202404| 77.76| 525| 23.65| .94| 복합
분당| CG3| 202404| 77.76| 8900| 25.69| 15.9| 복합
분당| CG4| 202404| 77.76| 402| 23.88| .72| 복합
분당| CG5| 202404| 77.76| 374| 24.94| .67| 복합
분당| CG6| 202404| 77.76| 11205| 25.09| 20.01| 복합
분당| CG7| 202404| 77.76| 5522| 25.01| 9.86| 복합
분당| CG8| 202404| 77.76| 14326| 25.7| 25.59| 복합
분당| CS1| 202404| 185| 5493| 0| 4.12| 복합
분당| CS2| 202404| 115| 8862| 0| 10.7| 복합
분당연료전지| 2| 202404| 3.08| 880.18| 58.13| 39.69| 기타
분당연료전지| 3| 202404| 5.72| 2603.08| 51.33| 63.21| 기타
분당연료전지| 4| 202404| 16.72| 9373.24| 60.9| 77.86| 기타
분당연료전지| 5| 202404| 5.72| 3424.1| 59.92| 83.14| 기타
분당연료전지| 6-1| 202404| 5.1| 3512.08| 48.63| 95.64| 기타
분당연료전지| 6-2| 202404| 3.25| 2205.39| 48.29| 94.25| 기타
삼천포| 3| 202404| 560| 275672| 36.14| 68.37| 석탄
삼천포| 4| 202404| 560| 246850| 36.79| 61.22| 석탄
삼천포| 5| 202404| 500| 102389| 36.78| 28.44| 석탄
삼천포| 6| 202404| 500| 0| 0| 0| 석탄
삼천포태양광| 1| 202404| 0.1| 5.55| 0| 7.71| 태양력
삼천포태양광| 2| 202404| 0.99| 105.82| 0| 14.85| 태양력
삼천포태양광| 3| 202404| 0.35| 34.04| 0| 13.51| 태양력
삼천포태양광| 4| 202404| 1.85| 156.56| 0| 11.75| 태양력
삼천포태양광#5| 1| 202404| 3.94| 329.69| 0| 11.62| 태양력
삼천포태양광#5| 2| 202404| 6.65| 712.82| 0| 14.89| 태양력
삼천포태양광#6| 1| 202404| 0.98| 97.24| 0| 13.78| 태양력
삼천포풍력| 1| 202404| 0.75| 4.3| 0| .8| 풍력
삼천포해양소수력| 1| 202404| 5| 1194.68| 0| 33.19| 소수력
안산연료전지| 1| 202404| 2.64| 1318.87| 31.09| 69.38| 기타
어음풍력| 1| 202404| 21| 755.24| 0| 4.99| 풍력
여수| 1| 202404| 340| 14556| 30.91| 5.95| 석탄
여수| 2| 202404| 328.6| 166614| 36.18| 70.42| 석탄
여수연료전지| 1| 202404| 9.68| 5216.24| 35.74| 74.84| 기타
여수태양광| 1| 202404| 0.12| 16.98| 0| 19.65| 태양력
영동| 1| 202404| 125| 53105| 0| 59.01| 바이오매스
영동| 2| 202404| 200| 57278| 0| 39.78| 바이오매스
영동태양광| 1| 202404| 1.07| 128.58| 0| 16.69| 태양력
영흥| 1| 202404| 800| 0| 0| 0| 석탄
영흥| 2| 202404| 800| 0| 0| 0| 석탄
영흥| 3| 202404| 870| 569089.46| 41.27| 90.85| 석탄
영흥| 4| 202404| 870| 0| 0| 0| 석탄
영흥| 5| 202404| 870| 570016| 40.64| 91| 석탄
영흥| 6| 202404| 870| 482179| 40.21| 76.98| 석탄
영흥태양광| 1| 202404| 1| 110.55| 0| 15.35| 태양력
영흥태양광| 2| 202404| 0.99| 93.39| 0| 13.1| 태양력
영흥태양광 #3| 1| 202404| 3.33| 161.77| 0| 6.75| 태양력
영흥태양광 #3| 2| 202404| 1.28| 62.68| 0| 6.8| 태양력
영흥태양광 #3| 3| 202404| 1.54| 151.12| 0| 13.63| 태양력
영흥태양광#5| 1| 202404| 3.5| 441.32| 0| 17.51| 태양력
영흥풍력| 1| 202404| 22| 288.94| 0| 1.82| 풍력
영흥풍력| 2| 202404| 24| 610.74| 0| 3.53| 풍력
영흥해양소수력| 1| 202404| 3| 0| 0| 0| 소수력
영흥해양소수력| 2| 202404| 4.6| 0| 0| 0| 소수력
영흥해양소수력| 3| 202404| 5| 980.12| 0| 27.23| 소수력
예천태양광| 1| 202404| 2| 212.25| 0| 14.74| 태양력
탑선태양광| 1| 202404| 0.61| 52.34| 0| 11.92| 태양력
탑선태양광| 3| 202404| 0.4| 28.9| 0| 10.03| 태양력
경상대태양광| 1| 202403| 0.91| 92.52| 0| 13.67| 태양력
고흥만 수상태양광| 1| 202403| 63.48| 7917.89| 0| 16.76| 태양력
광양항세방태양광| 1| 202403| 3.1| 261.11| 0| 11.32| 태양력
구미태양광| 1| 202403| 0.99| 106.57| 0| 14.47| 태양력
군위 화산풍력| 1| 202403| 11.55| 1754.12| 0| 20.41| 
두산태양광| 1| 202403| 0.08| 8.41| 0| 14.13| 태양력
분당| CG1| 202403| 77.76| 59436| 28.29| 102.74| 복합
분당| CG2| 202403| 77.76| 13061| 27.91| 22.58| 복합
분당| CG3| 202403| 77.76| 43234| 29.67| 74.73| 복합
분당| CG4| 202403| 77.76| 22905| 29.42| 39.59| 복합
분당| CG5| 202403| 77.76| 14855| 29.08| 25.68| 복합
분당| CG6| 202403| 77.76| 24636| 29.53| 42.58| 복합
분당| CG7| 202403| 77.76| 24490| 29.35| 42.33| 복합
분당| CG8| 202403| 77.76| 21274| 29.17| 36.77| 복합
분당| CS1| 202403| 185| 44536| 0| 32.36| 복합
분당| CS2| 202403| 115| 21283| 0| 24.87| 복합
분당연료전지| 2| 202403| 3.08| 1035.72| 33.97| 45.2| 기타
분당연료전지| 3| 202403| 5.72| 2127.53| 30.85| 49.99| 기타
분당연료전지| 4| 202403| 16.72| 4578.89| 33.21| 36.81| 기타
분당연료전지| 5| 202403| 5.72| 2699.75| 34.49| 63.44| 기타
분당연료전지| 6-1| 202403| 5.1| 3630| 48.74| 95.67| 기타
분당연료전지| 6-2| 202403| 3.25| 2252.57| 48.34| 93.16| 기타
삼천포| 3| 202403| 560| 34405| 33.98| 8.26| 석탄
삼천포| 4| 202403| 560| 173403| 37.11| 41.62| 석탄
삼천포| 5| 202403| 500| 336319| 37.52| 90.41| 석탄
삼천포| 6| 202403| 500| 88869| 36.65| 23.89| 석탄
삼천포태양광| 1| 202403| 0.1| 6.38| 0| 8.58| 태양력
삼천포태양광| 2| 202403| 0.99| 124.39| 0| 16.89| 태양력
삼천포태양광| 3| 202403| 0.35| 42.02| 0| 16.14| 태양력
삼천포태양광| 4| 202403| 1.85| 200.99| 0| 14.6| 태양력
삼천포태양광#5| 1| 202403| 3.94| 509.93| 0| 17.4| 태양력
삼천포태양광#5| 2| 202403| 6.65| 853.36| 0| 17.25| 태양력
삼천포태양광#6| 1| 202403| 0.98| 108.87| 0| 14.93| 태양력
삼천포풍력| 1| 202403| 0.75| 7.1| 0| 1.27| 풍력
삼천포해양소수력| 1| 202403| 5| 1254.08| 0| 33.71| 소수력
안산연료전지| 1| 202403| 2.64| 1385.51| 32.27| 70.54| 기타
어음풍력| 1| 202403| 21| 4577.73| 0| 29.3| 풍력
여수| 1| 202403| 340| 1642| 27.61| .65| 석탄
여수| 2| 202403| 328.6| 171971| 36.07| 70.34| 석탄
여수연료전지| 1| 202403| 9.68| 5560.86| 36.3| 77.21| 기타
여수태양광| 1| 202403| 0.12| 19.78| 0| 22.16| 태양력
영동| 1| 202403| 125| 66145| 0| 71.12| 바이오매스
영동| 2| 202403| 200| 85484| 0| 57.45| 바이오매스
영동태양광| 1| 202403| 1.07| 122.48| 0| 15.39| 태양력
영흥| 1| 202403| 800| 0| 0| 0| 석탄
영흥| 2| 202403| 800| 0| 0| 0| 석탄
영흥| 3| 202403| 870| 496030.97| 41.31| 76.63| 석탄
영흥| 4| 202403| 870| 467910.26| 40.86| 72.29| 석탄
영흥| 5| 202403| 870| 235105| 39.83| 36.32| 석탄
영흥| 6| 202403| 870| 588330| 39.82| 90.89| 석탄
영흥태양광| 1| 202403| 1| 114.31| 0| 15.36| 태양력
영흥태양광| 2| 202403| 0.99| 103.1| 0| 14| 태양력
영흥태양광 #3| 1| 202403| 3.33| 173.51| 0| 7| 태양력
영흥태양광 #3| 2| 202403| 1.28| 81.4| 0| 8.55| 태양력
영흥태양광 #3| 3| 202403| 1.54| 133.88| 0| 11.68| 태양력
영흥태양광#5| 1| 202403| 3.5| 488.21| 0| 18.75| 태양력
영흥풍력| 1| 202403| 22| 618.52| 0| 3.78| 풍력
영흥풍력| 2| 202403| 24| 1590.96| 0| 8.91| 풍력
영흥해양소수력| 1| 202403| 3| 0| 0| 0| 소수력
영흥해양소수력| 2| 202403| 4.6| 78.11| 0| 2.28| 소수력
영흥해양소수력| 3| 202403| 5| 947.84| 0| 25.48| 소수력
예천태양광| 1| 202403| 2| 218.4| 0| 14.68| 태양력
탑선태양광| 1| 202403| 0.61| 50.11| 0| 11.04| 태양력
탑선태양광| 3| 202403| 0.4| 28.75| 0| 9.66| 태양력
경상대태양광| 1| 202402| 0.91| 57.75| 0| 9.12| 태양력
고흥만 수상태양광| 1| 202402| 63.48| 4890.12| 0| 11.07| 태양력
광양항세방태양광| 1| 202402| 3.1| 188.09| 0| 8.72| 태양력
구미태양광| 1| 202402| 0.99| 63.73| 0| 9.25| 태양력
군위 화산풍력| 1| 202402| 11.55| 734.02| 0| 9.13| 
두산태양광| 1| 202402| 0.08| 5.31| 0| 9.54| 태양력
분당| CG1| 202402| 77.76| 45381| 28.1| 83.85| 복합
분당| CG2| 202402| 77.76| 19644| 27.71| 36.3| 복합
분당| CG3| 202402| 77.76| 37472| 29.28| 69.24| 복합
분당| CG4| 202402| 77.76| 127| 26| .23| 복합
분당| CG5| 202402| 77.76| 4519| 28.71| 8.35| 복합
분당| CG6| 202402| 77.76| 56091| 29.45| 103.64| 복합
분당| CG7| 202402| 77.76| 21651| 29.22| 40| 복합
분당| CG8| 202402| 77.76| 58419| 29.28| 107.94| 복합
분당| CS1| 202402| 185| 29345| 0| 22.79| 복합
분당| CS2| 202402| 115| 40804| 0| 50.98| 복합
분당연료전지| 2| 202402| 3.08| 959| 33.91| 44.74| 기타
분당연료전지| 3| 202402| 5.72| 0| 0| 0| 기타
분당연료전지| 4| 202402| 16.72| 1418.57| 31.03| 12.19| 기타
분당연료전지| 5| 202402| 5.72| 0| 0| 0| 기타
분당연료전지| 6-1| 202402| 5.1| 3390.39| 48.84| 95.51| 기타
분당연료전지| 6-2| 202402| 3.25| 2118.73| 48.18| 93.67| 기타
삼천포| 3| 202402| 560| 258084| 36.04| 66.22| 석탄
삼천포| 4| 202402| 560| 84505| 37.51| 21.68| 석탄
삼천포| 5| 202402| 500| 176180| 35.01| 50.63| 석탄
삼천포| 6| 202402| 500| 277472| 35.71| 79.73| 석탄
삼천포태양광| 1| 202402| 0.1| 4.97| 0| 7.14| 태양력
삼천포태양광| 2| 202402| 0.99| 75.93| 0| 11.02| 태양력
삼천포태양광| 3| 202402| 0.35| 25.17| 0| 10.33| 태양력
삼천포태양광| 4| 202402| 1.85| 126.73| 0| 9.84| 태양력
삼천포태양광#5| 1| 202402| 3.94| 315.48| 0| 11.5| 태양력
삼천포태양광#5| 2| 202402| 6.65| 537.73| 0| 11.62| 태양력
삼천포태양광#6| 1| 202402| 0.98| 62.74| 0| 9.2| 태양력
삼천포풍력| 1| 202402| 0.75| 0| 0| 0| 풍력
삼천포해양소수력| 1| 202402| 5| 1566.7| 0| 45.02| 소수력
안산연료전지| 1| 202402| 2.64| 1009.05| 45.71| 54.92| 기타
어음풍력| 1| 202402| 21| 3492.65| 0| 23.9| 풍력
여수| 1| 202402| 340| 204851| 37.26| 86.57| 석탄
여수| 2| 202402| 328.6| 19856| 30.44| 8.68| 석탄
여수연료전지| 1| 202402| 9.68| 5305.75| 37.16| 78.75| 기타
여수태양광| 1| 202402| 0.12| 13.21| 0| 15.82| 태양력
영동| 1| 202402| 125| 63284| 0| 72.74| 바이오매스
영동| 2| 202402| 200| 99036| 0| 71.15| 바이오매스
영동태양광| 1| 202402| 1.07| 63.51| 0| 8.53| 태양력
영흥| 1| 202402| 800| 0| 0| 0| 석탄
영흥| 2| 202402| 800| 0| 0| 0| 석탄
영흥| 3| 202402| 870| 548329.75| 40.38| 90.56| 석탄
영흥| 4| 202402| 870| 490609.84| 40.25| 81.02| 석탄
영흥| 5| 202402| 870| 469846| 39.7| 77.59| 석탄
영흥| 6| 202402| 870| 485038| 39.68| 80.1| 석탄
영흥태양광| 1| 202402| 1| 64.67| 0| 9.29| 태양력
영흥태양광| 2| 202402| 0.99| 59.25| 0| 8.6| 태양력
영흥태양광 #3| 1| 202402| 3.33| 82.4| 0| 3.56| 태양력
영흥태양광 #3| 2| 202402| 1.28| 38.59| 0| 4.33| 태양력
영흥태양광 #3| 3| 202402| 1.54| 69.37| 0| 6.47| 태양력
영흥태양광#5| 1| 202402| 3.5| 301.73| 0| 12.39| 태양력
영흥풍력| 1| 202402| 22| 315.33| 0| 2.06| 풍력
영흥풍력| 2| 202402| 24| 1348.73| 0| 8.07| 풍력
영흥해양소수력| 1| 202402| 3| 0| 0| 0| 소수력
영흥해양소수력| 2| 202402| 4.6| 0| 0| 0| 소수력
영흥해양소수력| 3| 202402| 5| 1224.65| 0| 35.19| 소수력
예천태양광| 1| 202402| 2| 100.56| 0| 7.22| 태양력
탑선태양광| 1| 202402| 0.61| 21.99| 0| 5.18| 태양력
탑선태양광| 3| 202402| 0.4| 10.7| 0| 3.84| 태양력
경상대태양광| 1| 202401| 0.91| 73.33| 0| 10.83| 태양력
고흥만 수상태양광| 1| 202401| 63.48| 6105.14| 0| 12.93| 태양력
광양항세방태양광| 1| 202401| 3.1| 200.56| 0| 8.7| 태양력
구미태양광| 1| 202401| 0.99| 93.8| 0| 12.73| 태양력
군위 화산풍력| 1| 202401| 11.55| 2143.67| 0| 24.95| 
두산태양광| 1| 202401| 0.08| 6.55| 0| 11| 태양력
분당| CG1| 202401| 77.76| 55633| 28.21| 96.16| 복합
분당| CG2| 202401| 77.76| 19162| 28.29| 33.12| 복합
분당| CG3| 202401| 77.76| 47132| 29.49| 81.47| 복합
분당| CG4| 202401| 77.76| 28237| 29.54| 48.81| 복합
분당| CG5| 202401| 77.76| 42276| 29.68| 73.07| 복합
분당| CG6| 202401| 77.76| 61836| 29.6| 106.88| 복합
분당| CG7| 202401| 77.76| 55361| 29.43| 95.69| 복합
분당| CG8| 202401| 77.76| 56322| 29.48| 97.35| 복합
분당| CS1| 202401| 185| 54607| 0| 39.67| 복합
분당| CS2| 202401| 115| 51453| 0| 60.14| 복합
분당연료전지| 2| 202401| 3.08| 1035.3| 34.3| 45.18| 기타
분당연료전지| 3| 202401| 5.72| 0| 0| 0| 기타
분당연료전지| 4| 202401| 16.72| 1523.08| 31.09| 12.24| 기타
분당연료전지| 5| 202401| 5.72| 0| 0| 0| 기타
분당연료전지| 6-1| 202401| 5.1| 3650.79| 48.97| 96.22| 기타
분당연료전지| 6-2| 202401| 3.25| 2280.6| 48.37| 94.32| 기타
삼천포| 3| 202401| 560| 314381| 37.06| 75.46| 석탄
삼천포| 4| 202401| 560| 354720| 37.35| 85.14| 석탄
삼천포| 5| 202401| 500| 298150| 37.23| 80.15| 석탄
삼천포| 6| 202401| 500| 245619| 37.17| 66.03| 석탄
삼천포태양광| 1| 202401| 0.1| 6.66| 0| 8.95| 태양력
삼천포태양광| 2| 202401| 0.99| 95.35| 0| 12.95| 태양력
삼천포태양광| 3| 202401| 0.35| 30.33| 0| 11.65| 태양력
삼천포태양광| 4| 202401| 1.85| 140.71| 0| 10.22| 태양력
삼천포태양광#5| 1| 202401| 3.94| 431.06| 0| 14.71| 태양력
삼천포태양광#5| 2| 202401| 6.65| 723.2| 0| 14.62| 태양력
삼천포태양광#6| 1| 202401| 0.98| 75.7| 0| 10.38| 태양력
삼천포풍력| 1| 202401| 0.75| 0| 0| 0| 풍력
삼천포해양소수력| 1| 202401| 5| 1464.19| 0| 39.36| 소수력
안산연료전지| 1| 202401| 2.64| 1037.92| 48.23| 52.84| 기타
어음풍력| 1| 202401| 21| 5221.26| 0| 33.42| 풍력
여수| 1| 202401| 340| 149916| 37.15| 59.26| 석탄
여수| 2| 202401| 328.6| 107816| 36| 44.1| 석탄
여수연료전지| 1| 202401| 9.68| 5640.1| 37.98| 78.31| 기타
여수태양광| 1| 202401| 0.12| 15.06| 0| 16.87| 태양력
영동| 1| 202401| 125| 37069| 0| 39.86| 바이오매스
영동| 2| 202401| 200| 83890| 0| 56.38| 바이오매스
영동태양광| 1| 202401| 1.07| 95.51| 0| 12| 태양력
영흥| 1| 202401| 800| 0| 0| 0| 석탄
영흥| 2| 202401| 800| 0| 0| 0| 석탄
영흥| 3| 202401| 870| 602429.98| 40.87| 93.07| 석탄
영흥| 4| 202401| 870| 391190.15| 40.14| 60.44| 석탄
영흥| 5| 202401| 870| 591018| 39.75| 91.31| 석탄
영흥| 6| 202401| 870| 592535| 40.03| 91.54| 석탄
영흥태양광| 1| 202401| 1| 43.24| 0| 5.81| 태양력
영흥태양광| 2| 202401| 0.99| 61.48| 0| 8.35| 태양력
영흥태양광 #3| 1| 202401| 3.33| 119.69| 0| 4.83| 태양력
영흥태양광 #3| 2| 202401| 1.28| 59.74| 0| 6.27| 태양력
영흥태양광 #3| 3| 202401| 1.54| 109.2| 0| 9.53| 태양력
영흥태양광#5| 1| 202401| 3.5| 298.23| 0| 11.45| 태양력
영흥풍력| 1| 202401| 22| 733.77| 0| 4.48| 풍력
영흥풍력| 2| 202401| 24| 1730.49| 0| 9.69| 풍력
영흥해양소수력| 1| 202401| 3| 40.98| 0| 1.84| 소수력
영흥해양소수력| 2| 202401| 4.6| 1.91| 0| .06| 소수력
영흥해양소수력| 3| 202401| 5| 1344.38| 0| 36.14| 소수력
예천태양광| 1| 202401| 2| 167.21| 0| 11.24| 태양력
탑선태양광| 1| 202401| 0.61| 21.99| 0| 4.85| 태양력
